PercentSeason,PercentArea,DRP.mg.per.L
0.0634876,0.0566915,
0.0637698,0.0566915,
0.0640519,0.0566460,
0.0643341,0.0566308,
0.0646163,0.0566004,
0.0648984,0.0565852,
0.0651806,0.0565549,
0.0654628,0.0565397,
0.0657449,0.0563729,
0.0660271,0.0562213,
0.0663093,0.0560699,
0.0665914,0.0560396,
0.0668736,0.0560094,
0.0671558,0.0556768,
0.0674379,0.0556617,
0.0677201,0.0554353,
0.0680023,0.0554353,
0.0682844,0.0553901,
0.0685666,0.0553147,
0.0688488,0.0552845,
0.0691309,0.0552845,
0.0694131,0.0552243,
0.0696953,0.0550887,
0.0699774,0.0550436,0.111
0.0702596,0.0550135,
0.0705418,0.0547579,
0.0708239,0.0546827,
0.0711061,0.0546527,
0.0713883,0.0544576,
0.0716704,0.0543676,
0.0719526,0.0543376,
0.0722348,0.0543226,
0.0725169,0.0542477,
0.0727991,0.0542477,
0.0730813,0.0542327,
0.0733634,0.0542028,
0.0736456,0.0541428,
0.0739278,0.0539782,
0.0742099,0.0539333,
0.0744921,0.0539034,
0.0747743,0.0538735,
0.0750564,0.0538586,
0.0753386,0.0538287,
0.0756208,0.0538137,
0.0759029,0.0537539,
0.0761851,0.0536942,
0.0764673,0.0536643,
0.0767494,0.0534852,
0.0770316,0.0534106,
0.0773138,0.0534106,
0.0775959,0.0533659,
0.0778781,0.0531424,0.137
0.0781603,0.0529192,
0.0784424,0.0529043,
0.0787246,0.0528003,
0.0790068,0.0527854,
0.0792889,0.0527408,
0.0795711,0.0526072,
0.0798533,0.0525478,
0.0801354,0.0524292,
0.0804176,0.0523995,
0.0806998,0.0520736,
0.0809819,0.0519996,
0.0812641,0.0516302,
0.0815463,0.0515417,
0.0818284,0.0512616,
0.0821106,0.0512027,
0.0823928,0.0509820,
0.0826749,0.0507615,
0.0829571,0.0505707,
0.0832393,0.0502483,
0.0835214,0.0501604,
0.0838036,0.0500727,
0.0840858,0.0497950,
0.0843679,0.0495761,0.090
0.0846501,0.0494886,
0.0849323,0.0491100,
0.0852144,0.0487904,
0.0854966,0.0485438,
0.0857788,0.0485148,
0.0860609,0.0481529,
0.0863431,0.0480661,
0.0866253,0.0476043,
0.0869074,0.0474458,
0.0871896,0.0469714,
0.0874718,0.0469283,
0.0877540,0.0464124,
0.0880361,0.0463838,
0.0883183,0.0459124,
0.0886005,0.0457413,
0.0888826,0.0453855,0.130
0.0891648,0.0452008,
0.0894470,0.0451582,
0.0897291,0.0450872,
0.0900113,0.0449596,
0.0902935,0.0443934,
0.0905756,0.0443652,
0.0908578,0.0441957,
0.0911400,0.0441675,
0.0914221,0.0439138,
0.0917043,0.0438997,
0.0919865,0.0433514,
0.0922686,0.0433233,
0.0925508,0.0432812,
0.0928330,0.0428329,0.066
0.0931151,0.0426931,
0.0933973,0.0425813,
0.0936795,0.0423860,
0.0939616,0.0423720,
0.0942438,0.0423023,
0.0945260,0.0419959,
0.0948081,0.0416762,
0.0950903,0.0414404,
0.0953725,0.0413157,
0.0956546,0.0410666,
0.0959368,0.0405558,
0.0962190,0.0404181,
0.0965011,0.0403080,
0.0967833,0.0399369,
0.0970655,0.0395394,
0.0973476,0.0389248,
0.0976298,0.0386116,
0.0979120,0.0382991,
0.0981941,0.0382584,
0.0984763,0.0382176,
0.0987585,0.0381905,
0.0990406,0.0380685,
0.0993228,0.0380143,
0.0996050,0.0379872,
0.0998871,0.0379466,
0.1001693,0.0379195,
0.1004515,0.0377977,
0.1007336,0.0377977,
0.1010158,0.0377842,
0.1012980,0.0375409,
0.1015801,0.0375274,
0.1018623,0.0371095,
0.1021445,0.0370422,
0.1024266,0.0366660,
0.1027088,0.0365318,
0.1029910,0.0364514,
0.1032731,0.0364514,
0.1035553,0.0362773,
0.1038375,0.0361435,
0.1041196,0.0361168,
0.1044018,0.0360366,
0.1046840,0.0359698,
0.1049661,0.0358897,
0.1052483,0.0358630,
0.1055305,0.0358230,
0.1058126,0.0357830,
0.1060948,0.0357296,
0.1063770,0.0357163,
0.1066591,0.0355964,
0.1069413,0.0355964,
0.1072235,0.0355032,
0.1075056,0.0354765,
0.1077878,0.0354765,
0.1080700,0.0354765,
0.1083521,0.0354632,
0.1086343,0.0354499,
0.1089165,0.0353967,
0.1091986,0.0353568,
0.1094808,0.0353435,
0.1097630,0.0350381,0.105
0.1100451,0.0349187,
0.1103273,0.0348790,
0.1106095,0.0347862,
0.1108916,0.0346803,
0.1111738,0.0346142,
0.1114560,0.0345481,
0.1117381,0.0345349,
0.1120203,0.0345084,
0.1123025,0.0344820,
0.1125847,0.0344556,
0.1128668,0.0344556,
0.1131490,0.0344291,
0.1134312,0.0344027,
0.1137133,0.0343499,
0.1139955,0.0343367,
0.1142777,0.0343235,
0.1145598,0.0343103,
0.1148420,0.0342971,
0.1151242,0.0342707,
0.1154063,0.0342707,
0.1156885,0.0340862,
0.1159707,0.0340862,
0.1162528,0.0340466,
0.1165350,0.0340466,
0.1168172,0.0339676,
0.1170993,0.0339545,
0.1173815,0.0337966,
0.1176637,0.0337835,
0.1179458,0.0337835,
0.1182280,0.0337703,
0.1185102,0.0337046,
0.1187923,0.0336915,
0.1190745,0.0336915,
0.1193567,0.0335601,
0.1196388,0.0334683,0.146
0.1199210,0.0334683,
0.1202032,0.0334421,
0.1204853,0.0333765,
0.1207675,0.0333372,
0.1210497,0.0331670,
0.1213318,0.0331539,
0.1216140,0.0331408,
0.1218962,0.0330754,
0.1221783,0.0330754,
0.1224605,0.0330362,
0.1227427,0.0330231,
0.1230248,0.0329055,
0.1233070,0.0328532,
0.1235892,0.0328010,
0.1238713,0.0326966,
0.1241535,0.0326184,
0.1244357,0.0325924,
0.1247178,0.0325793,
0.1250000,0.0325663,
0.1252822,0.0325272,
0.1255643,0.0322930,
0.1258465,0.0322930,
0.1261287,0.0321890,
0.1264108,0.0321500,
0.1266930,0.0320981,
0.1269752,0.0320461,
0.1272573,0.0320332,
0.1275395,0.0320072,
0.1278217,0.0319813,
0.1281038,0.0319294,
0.1283860,0.0318386,
0.1286682,0.0318127,
0.1289503,0.0317609,
0.1292325,0.0316703,
0.1295147,0.0315927,
0.1297968,0.0314763,
0.1300790,0.0314634,
0.1303612,0.0314505,
0.1306433,0.0314375,
0.1309255,0.0314117,
0.1312077,0.0313859,
0.1314898,0.0312310,
0.1317720,0.0312181,
0.1320542,0.0312181,
0.1323363,0.0312052,
0.1326185,0.0311536,
0.1329007,0.0311536,
0.1331828,0.0311407,
0.1334650,0.0311278,
0.1337472,0.0311150,
0.1340293,0.0309604,
0.1343115,0.0309475,
0.1345937,0.0309218,
0.1348758,0.0308317,
0.1351580,0.0307803,
0.1354402,0.0307803,
0.1357223,0.0307803,
0.1360045,0.0307546,
0.1362867,0.0307417,
0.1365688,0.0305620,0.082
0.1368510,0.0304722,
0.1371332,0.0303952,
0.1374153,0.0303696,
0.1376975,0.0303312,
0.1379797,0.0301903,
0.1382619,0.0301775,
0.1385440,0.0301519,
0.1388262,0.0301519,
0.1391084,0.0301391,
0.1393905,0.0300624,
0.1396727,0.0300624,
0.1399549,0.0300368,
0.1402370,0.0300241,
0.1405192,0.0299474,
0.1408014,0.0299474,
0.1410835,0.0298836,
0.1413657,0.0295903,
0.1416479,0.0295775,
0.1419300,0.0295775,
0.1422122,0.0295775,
0.1424944,0.0294629,
0.1427765,0.0293485,
0.1430587,0.0293485,
0.1433409,0.0293358,
0.1436230,0.0292341,
0.1439052,0.0292087,
0.1441874,0.0290945,
0.1444695,0.0289930,
0.1447517,0.0289676,
0.1450339,0.0288789,
0.1453160,0.0288156,
0.1455982,0.0287776,
0.1458804,0.0287523,
0.1461625,0.0287523,
0.1464447,0.0285121,
0.1467269,0.0284995,
0.1470090,0.0284490,
0.1472912,0.0283102,
0.1475734,0.0281842,
0.1478555,0.0281338,
0.1481377,0.0281212,
0.1484199,0.0280960,
0.1487020,0.0280331,
0.1489842,0.0279325,
0.1492664,0.0278445,
0.1495485,0.0276687,
0.1498307,0.0276186,
0.1501129,0.0275935,
0.1503950,0.0275810,
0.1506772,0.0275434,
0.1509594,0.0275434,
0.1512415,0.0275308,
0.1515237,0.0274557,
0.1518059,0.0274431,
0.1520880,0.0274431,
0.1523702,0.0273805,
0.1526524,0.0273305,
0.1529345,0.0272554,
0.1532167,0.0272554,
0.1534989,0.0272054,
0.1537810,0.0272054,
0.1540632,0.0271554,
0.1543454,0.0270930,
0.1546275,0.0270680,
0.1549097,0.0270430,
0.1551919,0.0269806,
0.1554740,0.0269806,
0.1557562,0.0269682,
0.1560384,0.0269557,
0.1563205,0.0269557,
0.1566027,0.0269183,
0.1568849,0.0268559,
0.1571670,0.0267065,
0.1574492,0.0266940,
0.1577314,0.0266940,
0.1580135,0.0266940,
0.1582957,0.0266318,
0.1585779,0.0265696,
0.1588600,0.0264453,
0.1591422,0.0264329,
0.1594244,0.0263957,
0.1597065,0.0262716,
0.1599887,0.0262591,
0.1602709,0.0261848,
0.1605530,0.0261724,
0.1608352,0.0260856,
0.1611174,0.0260856,
0.1613995,0.0260856,
0.1616817,0.0260609,
0.1619639,0.0260237,
0.1622460,0.0260113,
0.1625282,0.0259990,
0.1628104,0.0259990,
0.1630926,0.0259866,
0.1633747,0.0259618,
0.1636569,0.0259495,
0.1639391,0.0259371,
0.1642212,0.0258876,
0.1645034,0.0258382,
0.1647856,0.0258135,
0.1650677,0.0257023,
0.1653499,0.0257023,
0.1656321,0.0256159,
0.1659142,0.0255789,
0.1661964,0.0255666,
0.1664786,0.0255049,
0.1667607,0.0254679,
0.1670429,0.0254433,
0.1673251,0.0254310,
0.1676072,0.0254187,
0.1678894,0.0254063,
0.1681716,0.0253817,
0.1684537,0.0253448,
0.1687359,0.0252833,
0.1690181,0.0252833,
0.1693002,0.0252587,
0.1695824,0.0251480,
0.1698646,0.0251111,
0.1701467,0.0250743,
0.1704289,0.0250743,
0.1707111,0.0250252,
0.1709932,0.0250129,
0.1712754,0.0249270,
0.1715576,0.0249147,
0.1718397,0.0248902,
0.1721219,0.0248779,
0.1724041,0.0248779,
0.1726862,0.0247064,
0.1729684,0.0247064,
0.1732506,0.0246452,
0.1735327,0.0246330,
0.1738149,0.0246085,
0.1740971,0.0246085,
0.1743792,0.0245718,
0.1746614,0.0245718,
0.1749436,0.0245596,
0.1752257,0.0245473,
0.1755079,0.0244862,
0.1757901,0.0244496,
0.1760722,0.0244251,
0.1763544,0.0243885,
0.1766366,0.0243763,
0.1769187,0.0243641,
0.1772009,0.0242908,
0.1774831,0.0242908,
0.1777652,0.0241933,
0.1780474,0.0241933,
0.1783296,0.0241201,
0.1786117,0.0241201,
0.1788939,0.0240592,
0.1791761,0.0240105,
0.1794582,0.0239254,
0.1797404,0.0239010,
0.1800226,0.0238524,
0.1803047,0.0238281,
0.1805869,0.0238038,
0.1808691,0.0238038,
0.1811512,0.0237674,
0.1814334,0.0237188,
0.1817156,0.0236460,
0.1819977,0.0236217,
0.1822799,0.0236096,
0.1825621,0.0236096,
0.1828442,0.0234520,
0.1831264,0.0234520,
0.1834086,0.0233793,
0.1836907,0.0233551,
0.1839729,0.0233067,
0.1842551,0.0232583,
0.1845372,0.0232341,
0.1848194,0.0231616,
0.1851016,0.0231616,
0.1853837,0.0230650,
0.1856659,0.0229564,
0.1859481,0.0229564,
0.1862302,0.0228961,
0.1865124,0.0228599,
0.1867946,0.0228478,
0.1870767,0.0228238,
0.1873589,0.0227394,
0.1876411,0.0226793,
0.1879233,0.0225350,
0.1882054,0.0225109,
0.1884876,0.0224989,
0.1887698,0.0224749,
0.1890519,0.0224389,
0.1893341,0.0224148,
0.1896163,0.0224148,
0.1898984,0.0224148,
0.1901806,0.0224028,
0.1904628,0.0224028,
0.1907449,0.0224028,
0.1910271,0.0223308,
0.1913093,0.0223188,
0.1915914,0.0223068,
0.1918736,0.0222709,
0.1921558,0.0221151,
0.1924379,0.0220912,
0.1927201,0.0220792,
0.1930023,0.0220074,
0.1932844,0.0219954,
0.1935666,0.0219117,
0.1938488,0.0218639,
0.1941309,0.0217923,
0.1944131,0.0217923,
0.1946953,0.0217326,
0.1949774,0.0217207,
0.1952596,0.0216729,
0.1955418,0.0216491,
0.1958239,0.0215776,
0.1961061,0.0215061,
0.1963883,0.0214108,
0.1966704,0.0213870,
0.1969526,0.0213633,
0.1972348,0.0212087,
0.1975169,0.0211969,
0.1977991,0.0211019,
0.1980813,0.0210307,
0.1983634,0.0209951,
0.1986456,0.0209477,
0.1989278,0.0209359,
0.1992099,0.0208175,
0.1994921,0.0207346,
0.1997743,0.0205810,
0.2000564,0.0205810,
0.2003386,0.0204983,
0.2006208,0.0204629,
0.2009029,0.0203804,
0.2011851,0.0203686,
0.2014673,0.0203568,
0.2017494,0.0201684,
0.2020316,0.0201566,
0.2023138,0.0201448,
0.2025959,0.0200155,0.185
0.2028781,0.0199803,
0.2031603,0.0198511,
0.2034424,0.0198511,
0.2037246,0.0197339,
0.2040068,0.0196870,
0.2042889,0.0196636,
0.2045711,0.0195231,
0.2048533,0.0195114,
0.2051354,0.0194763,
0.2054176,0.0194413,
0.2056998,0.0193828,
0.2059819,0.0193244,
0.2062641,0.0191611,
0.2065463,0.0191494,
0.2068284,0.0189515,
0.2071106,0.0189049,
0.2073928,0.0188352,
0.2076749,0.0187538,
0.2079571,0.0185798,
0.2082393,0.0185682,
0.2085214,0.0184060,
0.2088036,0.0181978,
0.2090858,0.0180939,
0.2093679,0.0179785,
0.2096501,0.0179670,
0.2099323,0.0179555,
0.2102144,0.0179555,
0.2104966,0.0178979,
0.2107788,0.0176102,
0.2110609,0.0175528,
0.2113431,0.0174725,
0.2116253,0.0173807,
0.2119074,0.0173234,
0.2121896,0.0172432,
0.2124718,0.0170374,
0.2127540,0.0170145,
0.2130361,0.0169688,
0.2133183,0.0168205,
0.2136005,0.0167407,
0.2138826,0.0167065,
0.2141648,0.0166041,
0.2144470,0.0161726,
0.2147291,0.0161500,
0.2150113,0.0159576,
0.2152935,0.0159124,
0.2155756,0.0158785,
0.2158578,0.0158107,
0.2161400,0.0156753,
0.2164221,0.0153040,
0.2167043,0.0152254,
0.2169865,0.0150571,
0.2172686,0.0149228,
0.2175508,0.0149228,
0.2178330,0.0147998,
0.2181151,0.0146992,
0.2183973,0.0144873,
0.2186795,0.0144094,
0.2189616,0.0142981,
0.2192438,0.0142536,0.134
0.2195260,0.0142536,
0.2198081,0.0142314,0.108
0.2200903,0.0140649,
0.2203725,0.0140316,
0.2206546,0.0139762,
0.2209368,0.0139208,
0.2212190,0.0138212,
0.2215011,0.0137658,
0.2217833,0.0137327,
0.2220655,0.0136995,
0.2223476,0.0136774,
0.2226298,0.0134457,
0.2229120,0.0132585,
0.2231941,0.0132255,
0.2234763,0.0132035,
0.2237585,0.0131266,
0.2240406,0.0130717,
0.2243228,0.0125898,
0.2246050,0.0125570,
0.2248871,0.0124915,
0.2251693,0.0123062,
0.2254515,0.0122735,
0.2257336,0.0121539,
0.2260158,0.0119692,
0.2262980,0.0119258,
0.2265801,0.0116118,
0.2268623,0.0115361,
0.2271445,0.0112665,
0.2274266,0.0112234,
0.2277088,0.0111159,
0.2279910,0.0110729,
0.2282731,0.0108046,
0.2285553,0.0107617,
0.2288375,0.0105905,
0.2291196,0.0105264,
0.2294018,0.0102917,
0.2296840,0.0102917,
0.2299661,0.0097500,
0.2302483,0.0096653,
0.2305305,0.0094962,
0.2308126,0.0094328,
0.2310948,0.0091063,
0.2313770,0.0090117,
0.2316591,0.0087810,
0.2319413,0.0085300,
0.2322235,0.0084882,
0.2325056,0.0082380,
0.2327878,0.0080301,
0.2330700,0.0075848,
0.2333521,0.0075125,
0.2336343,0.0073682,
0.2339165,0.0073579,
0.2341986,0.0072993,
0.2344808,0.0071418,
0.2347630,0.0070597,
0.2350451,0.0070391,
0.2353273,0.0067625,
0.2356095,0.0065276,
0.2358916,0.0065072,
0.2361738,0.0061714,
0.2364560,0.0056148,
0.2367381,0.0056148,
0.2370203,0.0056148,
0.2373025,0.0056148,
0.2375847,0.0056148,
0.2378668,0.0056148,
0.2381490,0.0056148,
0.2384312,0.0056148,
0.2387133,0.0056148,
0.2389955,0.0056148,
0.2392777,0.0056148,
0.2395598,0.0056148,
0.2398420,0.0056148,
0.2401242,0.0055040,
0.2404063,0.0055040,
0.2406885,0.0055040,
0.2409707,0.0055040,
0.2412528,0.0055040,
0.2415350,0.0055040,
0.2418172,0.0055040,
0.2420993,0.0055040,
0.2423815,0.0055040,
0.2426637,0.0055040,
0.2429458,0.0055040,
0.2432280,0.0055040,
0.2435102,0.0055040,
0.2437923,0.0054637,
0.2440745,0.0054637,
0.2443567,0.0054637,
0.2446388,0.0054637,
0.2449210,0.0054637,
0.2452032,0.0054637,
0.2454853,0.0054637,
0.2457675,0.0054637,
0.2460497,0.0054637,
0.2463318,0.0054637,
0.2466140,0.0054637,
0.2468962,0.0052124,
0.2471783,0.0052124,
0.2474605,0.0052124,
0.2477427,0.0052124,
0.2480248,0.0052124,
0.2483070,0.0052124,
0.2485892,0.0052124,
0.2488713,0.0052124,
0.2491535,0.0052124,
0.2494357,0.0052124,
0.2497178,0.0052124,
0.2500000,0.0052124,
0.2502822,0.0052124,
0.2505643,0.0052124,
0.2508465,0.0052124,
0.2511287,0.0052124,
0.2514108,0.0052124,
0.2516930,0.0051121,
0.2519752,0.0051121,
0.2522573,0.0051121,
0.2525395,0.0051121,
0.2528217,0.0051121,
0.2531038,0.0051121,
0.2533860,0.0051121,
0.2536682,0.0050620,
0.2539503,0.0046624,
0.2542325,0.0046624,
0.2545147,0.0046624,
0.2547968,0.0046624,
0.2550790,0.0046624,
0.2553612,0.0046624,
0.2556433,0.0046624,
0.2559255,0.0045558,
0.2562077,0.0040496,
0.2564898,0.0035434,
0.2567720,0.0030372,
0.2570542,0.0025310,
0.2573363,0.0020248,
0.2576185,0.0015186,
0.2579007,0.0010124,
0.2581828,0.0005062,
0.2584650,0.0000000,
0.2587472,0.0000000,
0.2590293,0.0000000,
0.2593115,0.0000000,
0.2595937,0.0000000,
0.2598758,0.0000000,
0.2601580,0.0000000,
0.2604402,0.0000000,
0.2607223,0.0000000,
0.2610045,0.0000000,
0.2612867,0.0000000,
0.2615688,0.0000000,
0.2618510,0.0000000,
0.2621332,0.0000000,
0.2624153,0.0000000,
0.2626975,0.0000000,
0.2629797,0.0000000,
0.2632619,0.0000000,
0.2635440,0.0000000,
0.2638262,0.0000000,
0.2641084,0.0000000,
0.2643905,0.0000000,
0.2646727,0.0000000,
0.2649549,0.0000000,
0.2652370,0.0000000,
0.2655192,0.0000000,
0.2658014,0.0000000,
0.2660835,0.0000000,
0.2663657,0.0000000,
0.2666479,0.0000000,
0.2669300,0.0000000,
0.2672122,0.0000000,
0.2674944,0.0000000,
0.2677765,0.0000000,
0.2680587,0.0000000,
0.2683409,0.0000000,
0.2686230,0.0000000,
0.2689052,0.0000000,
0.2691874,0.0000000,
0.2694695,0.0000000,
0.2697517,0.0000000,
0.2700339,0.0000000,
0.2703160,0.0000000,
0.2705982,0.0000000,
0.2708804,0.0000000,
0.2711625,0.0000000,
0.2714447,0.0000000,
0.2717269,0.0000000,
0.2720090,0.0000000,
0.2722912,0.0000000,
0.2725734,0.0000000,
0.2728555,0.0000000,
0.2731377,0.0000000,
0.2734199,0.0000000,
0.2737020,0.0000000,
0.2739842,0.0000000,
0.2742664,0.0000000,
0.2745485,0.0000000,
0.2748307,0.0000000,
0.2751129,0.0000000,
0.2753950,0.0000000,
0.2756772,0.0000000,
0.2759594,0.0000000,
0.2762415,0.0000000,
0.2765237,0.0000000,
0.2768059,0.0000000,
0.2770880,0.0000000,
0.2773702,0.0000000,
0.2776524,0.0000000,
0.2779345,0.0000000,
0.2782167,0.0000000,
0.2784989,0.0000000,
0.2787810,0.0000000,
0.2790632,0.0000000,
0.2793454,0.0000000,
0.2796275,0.0000000,
0.2799097,0.0000000,
0.2801919,0.0000000,
0.2804740,0.0000000,
0.2807562,0.0000000,
0.2810384,0.0000000,
0.2813205,0.0000000,
0.2816027,0.0000000,
0.2818849,0.0000000,
0.2821670,0.0000000,
0.2824492,0.0000000,
0.2827314,0.0000000,
0.2830135,0.0000000,
0.2832957,0.0000000,
0.2835779,0.0000000,
0.2838600,0.0000000,
0.2841422,0.0000000,
0.2844244,0.0000000,
0.2847065,0.0000000,
0.2849887,0.0000000,
0.2852709,0.0000000,
0.2855530,0.0000000,
0.2858352,0.0000000,
0.2861174,0.0000000,
0.2863995,0.0000000,
0.2866817,0.0000000,
0.2869639,0.0000000,
0.2872460,0.0000000,
0.2875282,0.0000000,
0.2878104,0.0000000,
0.2880926,0.0000000,
0.2883747,0.0000000,
0.2886569,0.0000000,
0.2889391,0.0000000,
0.2892212,0.0000000,
0.2895034,0.0000000,
0.2897856,0.0000000,
0.2900677,0.0000000,
0.2903499,0.0000000,
0.2906321,0.0000000,
0.2909142,0.0000000,
0.2911964,0.0000000,
0.2914786,0.0000000,
0.2917607,0.0000000,
0.2920429,0.0000000,
0.2923251,0.0000000,
0.2926072,0.0000000,
0.2928894,0.0000000,
0.2931716,0.0000000,
0.2934537,0.0000000,
0.2937359,0.0000000,
0.2940181,0.0000000,
0.2943002,0.0000000,
0.2945824,0.0000000,
0.2948646,0.0000000,
0.2951467,0.0000000,
0.2954289,0.0000000,
0.2957111,0.0000000,
0.2959932,0.0000000,
0.2962754,0.0000000,
0.2965576,0.0000000,
0.2968397,0.0000000,
0.2971219,0.0000000,
0.2974041,0.0000000,
0.2976862,0.0000000,
0.2979684,0.0000000,
0.2982506,0.0000000,
0.2985327,0.0000000,
0.2988149,0.0000000,
0.2990971,0.0000000,
0.2993792,0.0000000,
0.2996614,0.0000000,
0.2999436,0.0000000,
0.3002257,0.0000000,
0.3005079,0.0000000,
0.3007901,0.0000000,
0.3010722,0.0000000,
0.3013544,0.0000000,
0.3016366,0.0000000,
